Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
7522817,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,77.9 [77.9-78.0],77.92082616,77.90699373,77.99157363,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7561954,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,77.8 [77.8-77.9],77.81551633,77.8033012,77.89321666,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7631125,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,81.4 [81.4-81.5],81.40141308,81.39133581,81.48162132,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7671503,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,79.8 [79.8-79.9],79.84736459,79.76525213,79.92947704,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7683260,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_FMLE,2017,,,,,,,82.9 [82.8-82.9],82.86155149,82.8424199,82.93901456,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7705162,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_MLE,2016,,,,,,,77.9 [77.8-77.9],77.85111819,77.84296324,77.92871373,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7725094,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,80.6 [80.6-80.7],80.6317386,80.61456083,80.72054899,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7754732,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_MLE,2021,,,,,,,79.6 [79.6-79.7],79.58002654,79.55846726,79.66622315,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7762551,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_BTSX,2018,,,,,,,81.9 [81.9-82.0],81.8952079,81.88365704,81.96841951,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7774051,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_BTSX,2019,,,,,,,75.5 [75.4-75.6],75.4603753,75.42405198,75.56522234,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7797615,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_FMLE,2018,,,,,,,82.9 [82.8-82.9],82.86294343,82.80729612,82.91859073,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7829121,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_MLE,2016,,,,,,,79.2 [79.2-79.3],79.23735213,79.2138952,79.32483694,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7830979,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_MLE,2017,,,,,,,71.5 [71.5-71.6],71.52198464,71.48389743,71.62967439,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7846730,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_BTSX,2016,,,,,,,80.9 [80.9-81.0],80.90466136,80.89046677,80.98311439,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
7850776,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_MLE,2021,,,,,,,80.0 [80.0-80.0],79.97563155,79.96809926,80.04578442,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7862948,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,79.7 [79.6-79.7],79.664908,79.6025696,79.72724641,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7989439,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,79.7 [79.7-79.7],79.66832648,79.66516411,79.74599147,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
8040450,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_MLE,2018,,,,,,,80.4 [80.4-80.5],80.44074785,80.36504953,80.51644618,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8079556,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_BTSX,2018,,,,,,,77.6 [77.6-77.6],77.56054122,77.5585436,77.62857372,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8413853,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_FMLE,2018,,,,,,,83.3 [83.3-83.4],83.33902344,83.32313005,83.41357806,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8454510,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,74.1 [74.1-74.2],74.09623224,74.07128445,74.19713505,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8470796,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_MLE,2017,,,,,,,78.9 [78.9-79.0],78.90220538,78.89174662,78.98425896,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8496240,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_FMLE,2016,,,,,,,85.4 [85.4-85.4],85.35675646,85.35574142,85.41480511,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8515447,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_MLE,2018,,,,,,,78.9 [78.8-78.9],78.86212624,78.8481957,78.93860203,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8616354,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_MLE,2017,,,,,,,73.7 [73.7-73.8],73.7301524,73.7245179,73.79154133,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8638666,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,84.5 [84.5-84.6],84.51405232,84.50920733,84.57953323,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8699458,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_BTSX,2016,,,,,,,82.9 [82.8-82.9],82.86744999,82.80779168,82.92710829,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8822792,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_FMLE,2019,,,,,,,83.8 [83.7-83.8],83.76002655,83.7372797,83.84326873,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8846525,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_MLE,2016,,,,,,,78.7 [78.7-78.8],78.70422516,78.67708125,78.79611308,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8897346,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_BTSX,2019,,,,,,,77.7 [77.7-77.8],77.72984544,77.72561161,77.79861216,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8909772,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_FMLE,2016,,,,,,,78.7 [78.7-78.9],78.74772283,78.7174953,78.85502594,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9089713,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_MLE,2021,,,,,,,79.3 [79.2-79.4],79.28523112,79.23527087,79.39426605,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9104515,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,74.9 [74.9-75.0],74.90936922,74.87260426,75.02409538,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9154076,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,76.4 [76.4-76.5],76.38788167,76.38124771,76.47079083,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9216795,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,72.4 [72.4-72.5],72.43489549,72.41914639,72.50493037,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9313663,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_BTSX,2021,,,,,,,80.5 [80.5-80.6],80.49140555,80.48998607,80.55839127,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9403954,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,78.1 [78.1-78.2],78.08633272,78.05348641,78.1818874,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9423606,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_BTSX,2017,,,,,,,81.1 [81.1-81.2],81.14657369,81.13281832,81.21908556,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9471308,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_BTSX,2016,,,,,,,81.3 [81.3-81.4],81.34048104,81.33666149,81.41028499,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9527160,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_MLE,2019,,,,,,,78.4 [78.4-78.5],78.37896875,78.35556447,78.45862525,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9527606,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_FMLE,2016,,,,,,,81.6 [81.5-81.6],81.56120761,81.54815071,81.62892733,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9528988,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_BTSX,2018,,,,,,,81.1 [81.0-81.1],81.06316039,81.0428427,81.13814147,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9550382,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_BTSX,2017,,,,,,,82.7 [82.6-82.7],82.67579627,82.6152258,82.73636673,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9619507,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_FMLE,2019,,,,,,,83.0 [83.0-83.1],83.01154433,82.99599847,83.09993011,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9642658,WHOSIS_000001,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_MLE,2018,,,,,,,73.7 [73.7-73.8],73.73561922,73.73114022,73.80144634,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9751503,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_FMLE,2017,,,,,,,83.0 [82.9-83.0],82.97260801,82.91869534,83.02652069,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9830791,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_BTSX,2021,,,,,,,82.7 [82.7-82.7],82.66267258,82.65498483,82.73443759,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9835000,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_FMLE,2021,,,,,,,85.3 [85.3-85.4],85.29773694,85.28640261,85.36598638,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9851132,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_BTSX,2021,,,,,,,81.1 [81.1-81.2],81.12478594,81.1100165,81.20815265,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
9870145,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,80.8 [80.8-80.8],80.77564866,80.76118616,80.84976458,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9913633,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_FMLE,2015,,,,,,,82.8 [82.8-82.9],82.81619499,82.8108659,82.88636831,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9993043,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_MLE,2017,,,,,,,78.1 [78.1-78.2],78.11638146,78.10316308,78.19426232,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
10017428,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_BTSX,2017,,,,,,,80.7 [80.7-80.8],80.69403193,80.67212802,80.77624564,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
10073062,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_MLE,2021,,,,,,,78.3 [78.2-78.4],78.27280839,78.24541875,78.36101682,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
10142768,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_MLE,2017,,,,,,,78.5 [78.5-78.6],78.53350845,78.51071304,78.60747201,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
